gen,mavg,max,directory,plot,environment,random_seed,number_generations,type,number_neurons,delta_t,normalize_input,normalize_input_target,optimize_state_boundaries,clipping_range_max,clipping_range_min,optimize_y0,set_principle_diagonal_elements_of_W_negative,w_mask,w_mask_param,v_mask,v_mask_param,t_mask,t_mask_param,parameter_perturbations,population_size,checkpoint_frequency,initial_gene_range,mate_indpb_1,mate_indpb_2,mutation_Gaussian_sigma_1,mutation_Gaussian_sigma_2,mutation_Gaussian_sigma_3,mutation_Gaussian_indpb_1,mutation_Gaussian_indpb_2,mutation_Gaussian_indpb_3,elitist_ratio,tournsize,mu,lambda_,mutpb,include_parents_in_next_generation,keep_env_seed_fixed_during_generation,number_fitness_runs,reuse_env,mate_indpb
50,14.651576846431967,17.176865129562145,2020-06-05_14-37-40,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,5,legacy,1.0,-1.0,False,True,logarithmic,8,logarithmic,2,logarithmic,8,0.0001,100,0,3,0.3,0.5,1.0,1.0,1.0,0.2,0.02,0.002,0.1,5,0.3,0.9,0.9,True,False,1,True,
50,-92.32940150635243,-82.51354690111144,2020-06-06_12-09-36,,BipedalWalker-v3,0,50,MU_ES,5,1.0,True,5,global,1.0,-1.0,True,False,logarithmic,8,logarithmic,8,logarithmic,2,0.0,100,0,5,,,5.0,1.0,,0.3,0.03,,0.05,5,0.3,1.0,0.5,True,False,1,True,0.5
50,-99.2540945141062,-96.86850252240616,2020-06-05_18-45-53,,BipedalWalker-v3,0,50,MU_ES,20,0.5,False,5,global,1.0,-1.0,True,False,logarithmic,2,logarithmic,1.5,logarithmic,1.5,0.0001,100,0,10,0.2,0.5,5.0,5.0,1.0,0.2,0.01,0.005,0.1,3,0.5,0.5,0.8,True,False,1,True,
50,-20.266734549822782,-2.905746318612003,2020-06-05_15-32-14,,BipedalWalker-v3,0,50,MU_ES,10,0.5,False,1,global,1.0,-1.0,True,True,logarithmic,2,logarithmic,1.5,logarithmic,1.5,0.001,100,0,1,0.3,0.5,1.0,1.0,5.0,0.2,0.01,0.005,0.05,5,0.1,0.95,0.8,True,False,1,True,
50,-102.1775740490746,-101.16383465943848,2020-06-05_14-36-48,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,5,fixed,1.0,-1.0,True,True,logarithmic,2,logarithmic,1.5,logarithmic,1.5,0.0001,100,0,20,0.1,0.5,1.0,5.0,1.0,0.2,0.05,0.005,0.05,3,0.1,0.9,0.9,True,False,1,True,
50,89.05723931178555,143.28957331107162,2020-06-06_16-30-17,,BipedalWalker-v3,0,50,MU_ES,7,0.5,True,5,fixed,1.0,-1.0,False,True,logarithmic,8,logarithmic,1.5,logarithmic,2,0.001,100,0,0.5,,,1.0,1.0,,0.3,0.03,,0.05,5,0.2,1.0,0.9,True,False,1,True,0.3
50,-14.219601589167919,121.38093975064407,2020-06-06_14-09-19,,BipedalWalker-v3,0,50,MU_ES,10,0.1,True,1,global,1.0,-1.0,False,False,logarithmic,8,logarithmic,2,logarithmic,1.5,0.0,100,0,2,,,1.0,1.0,,0.3,0.01,,0.0,5,0.2,1.0,0.5,True,False,1,True,0.3
50,-35.24604110776723,-22.91006428246617,2020-06-06_18-47-46,,BipedalWalker-v3,0,50,MU_ES,10,0.5,False,5,per_neuron,1.0,-1.0,False,True,logarithmic,8,logarithmic,2,logarithmic,8,0.0,100,0,1,,,5.0,1.0,,0.1,0.03,,0.05,3,0.3,1.0,0.5,True,False,1,True,0.5
50,-2.6545601867041944,3.0685193035371516,2020-06-05_14-57-42,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,20,legacy,1.0,-1.0,False,True,logarithmic,8,logarithmic,8,logarithmic,2,0.0001,100,0,3,0.2,0.5,5.0,1.0,5.0,0.1,0.05,0.005,0.0,3,0.1,0.95,0.9,True,False,1,True,
50,-88.08789949209851,-51.93583559606352,2020-06-05_15-54-11,,BipedalWalker-v3,0,50,MU_ES,5,1.0,False,10,legacy,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,2,logarithmic,8,0.01,100,0,10,0.3,0.5,5.0,5.0,5.0,0.1,0.01,0.001,0.05,3,0.5,0.95,0.99,True,False,1,True,
50,-20.300954376480753,-8.546206900279117,2020-06-05_13-43-50,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,10,legacy,1.0,-1.0,False,True,logarithmic,2,logarithmic,2,logarithmic,8,0.001,100,0,3,0.3,0.4,1.0,5.0,1.0,0.1,0.01,0.002,0.05,3,0.1,0.9,0.9,True,False,1,True,
50,-96.11929615415957,-92.48342677597596,2020-06-05_14-18-16,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,5,global,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,2,logarithmic,8,0.0,100,0,10,0.2,0.4,1.0,5.0,1.0,0.1,0.02,0.001,0.05,5,0.05,0.9,0.95,True,False,1,True,
50,-87.58332975004198,-83.47237559842588,2020-06-05_14-53-37,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,20,fixed,1.0,-1.0,True,True,logarithmic,2,logarithmic,8,logarithmic,8,0.01,100,0,3,0.3,0.5,1.0,1.0,5.0,0.2,0.01,0.005,0.0,5,0.05,0.95,0.8,True,False,1,True,
50,-96.14463711800586,-95.06931086641364,2020-06-05_17-55-15,,BipedalWalker-v3,0,50,MU_ES,20,1.0,True,1,fixed,1.0,-1.0,True,True,logarithmic,8,logarithmic,1.5,logarithmic,2,0.0,100,0,10,0.3,0.5,5.0,1.0,1.0,0.1,0.02,0.001,0.1,5,0.05,0.95,0.5,True,False,1,True,
50,-37.90927298637801,-5.086785545423956,2020-06-05_16-07-24,,BipedalWalker-v3,0,50,MU_ES,20,1.0,True,1,global,1.0,-1.0,False,False,logarithmic,8,logarithmic,2,logarithmic,8,0.01,100,0,0.5,0.1,0.4,1.0,5.0,1.0,0.2,0.01,0.001,0.0,3,0.5,0.9,0.95,True,False,1,True,
50,-84.18565229294545,-71.08005540375362,2020-06-05_13-28-34,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,1,legacy,1.0,-1.0,True,True,logarithmic,2,logarithmic,8,logarithmic,1.5,0.0001,100,0,10,0.1,0.4,5.0,5.0,5.0,0.1,0.02,0.001,0.0,5,0.3,0.9,0.8,True,False,1,True,
50,-99.72163036191542,-50.18240014160492,2020-06-05_17-45-17,,BipedalWalker-v3,0,50,MU_ES,5,1.0,False,10,legacy,1.0,-1.0,True,False,logarithmic,1.5,logarithmic,2,logarithmic,1.5,0.0,100,0,20,0.1,0.4,1.0,1.0,1.0,0.2,0.05,0.005,0.0,3,0.5,0.5,0.9,True,False,1,True,
50,-99.96409074211485,-99.56072827284045,2020-06-05_14-33-32,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,10,fixed,1.0,-1.0,True,True,logarithmic,1.5,logarithmic,1.5,logarithmic,2,0.0001,100,0,10,0.3,0.4,1.0,1.0,5.0,0.1,0.01,0.005,0.0,3,0.05,0.95,0.95,True,False,1,True,
50,10.085820258855687,11.175786653180714,2020-06-05_17-49-21,,BipedalWalker-v3,0,50,MU_ES,20,0.01,True,10,legacy,1.0,-1.0,True,True,logarithmic,2,logarithmic,8,logarithmic,8,0.01,100,0,1,0.2,0.5,5.0,5.0,5.0,0.2,0.05,0.005,0.0,5,0.05,0.5,0.5,True,False,1,True,
50,-98.60901350369602,-92.96045077935956,2020-06-05_15-19-28,,BipedalWalker-v3,0,50,MU_ES,20,0.01,True,20,fixed,1.0,-1.0,True,False,logarithmic,8,logarithmic,1.5,logarithmic,1.5,0.0001,100,0,3,0.2,0.5,1.0,5.0,1.0,0.1,0.02,0.002,0.1,3,0.1,0.7,0.8,True,False,1,True,
50,-88.4890875923215,-88.36321210909695,2020-06-05_16-25-33,,BipedalWalker-v3,0,50,MU_ES,10,0.5,False,20,legacy,1.0,-1.0,True,False,logarithmic,8,logarithmic,2,logarithmic,8,0.0,100,0,0.5,0.3,0.4,1.0,1.0,1.0,0.2,0.01,0.005,0.05,5,0.3,0.5,0.8,True,False,1,True,
50,-99.69201303440708,-99.5902513685535,2020-06-05_14-17-27,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,5,global,1.0,-1.0,False,True,logarithmic,2,logarithmic,8,logarithmic,2,0.0001,100,0,10,0.1,0.4,1.0,5.0,1.0,0.1,0.05,0.002,0.1,5,0.05,0.9,0.99,True,False,1,True,
50,-97.31379769192172,-92.72773747311892,2020-06-05_14-23-01,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,20,legacy,1.0,-1.0,False,True,logarithmic,2,logarithmic,2,logarithmic,1.5,0.01,100,0,10,0.2,0.5,1.0,1.0,1.0,0.1,0.01,0.002,0.05,5,0.3,0.95,0.95,True,False,1,True,
50,-95.0249647378058,-90.83308124842982,2020-06-06_16-03-19,,BipedalWalker-v3,0,50,MU_ES,7,1.0,True,10,per_neuron,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,2,logarithmic,1.5,0.01,100,0,2,,,1.0,1.0,,0.3,0.003,,0.0,3,0.3,1.0,0.9,True,False,1,True,0.3
50,205.26439660338644,217.70451942474563,2020-06-05_16-12-54,,BipedalWalker-v3,0,50,MU_ES,5,0.05,True,1,legacy,1.0,-1.0,False,False,logarithmic,2,logarithmic,2,logarithmic,8,0.0,100,0,3,0.2,0.5,1.0,5.0,5.0,0.1,0.01,0.005,0.1,5,0.3,0.9,0.5,True,False,1,True,
50,-84.33926691359531,-8.707891679112521,2020-06-06_19-01-09,,BipedalWalker-v3,0,50,MU_ES,7,0.25,True,5,global,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,8,logarithmic,8,0.01,100,0,0.5,,,1.0,1.0,,0.3,0.003,,0.0,3,0.3,1.0,0.5,True,False,1,True,0.3
50,-33.68451054077597,138.3412809127095,2020-06-06_18-57-59,,BipedalWalker-v3,0,50,MU_ES,5,0.1,True,5,global,1.0,-1.0,True,True,logarithmic,8,logarithmic,1.5,logarithmic,2,0.1,100,0,5,,,5.0,5.0,,0.3,0.01,,0.0,5,0.5,1.0,0.8,True,False,1,True,0.5
50,-20.13020996065881,-11.329301574635869,2020-06-06_15-54-16,,BipedalWalker-v3,0,50,MU_ES,10,0.25,False,10,global,1.0,-1.0,False,True,logarithmic,2,logarithmic,2,logarithmic,1.5,0.1,100,0,2,,,5.0,5.0,,0.1,0.001,,0.05,5,0.5,1.0,0.9,True,False,1,True,0.5
50,-2.263635360234828,19.93507100612777,2020-06-06_19-50-23,,BipedalWalker-v3,0,50,MU_ES,7,0.5,False,5,per_neuron,1.0,-1.0,False,False,logarithmic,2,logarithmic,2,logarithmic,2,0.0,100,0,5,,,5.0,1.0,,0.1,0.001,,0.05,5,0.5,1.0,0.8,True,False,1,True,0.3
50,-22.831064963410896,-12.213069745387884,2020-06-06_19-04-16,,BipedalWalker-v3,0,50,MU_ES,5,0.1,True,5,per_neuron,1.0,-1.0,False,True,logarithmic,2,logarithmic,1.5,logarithmic,1.5,0.1,100,0,1,,,1.0,1.0,,0.3,0.01,,0.1,3,0.3,1.0,0.5,True,False,1,True,0.3
50,-47.99401797434466,-32.05336854991323,2020-06-06_17-07-32,,BipedalWalker-v3,0,50,MU_ES,5,1.0,True,1,legacy,1.0,-1.0,True,True,logarithmic,8,logarithmic,1.5,logarithmic,8,0.0,100,0,0.5,,,5.0,1.0,,0.3,0.03,,0.0,3,0.2,1.0,0.9,True,False,1,True,0.3
50,-2.902031619627217,2.566580026730599,2020-06-06_13-59-54,,BipedalWalker-v3,0,50,MU_ES,7,0.25,False,5,legacy,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,1.5,logarithmic,8,0.01,100,0,0.5,,,1.0,1.0,,0.3,0.001,,0.0,5,0.5,1.0,0.5,True,False,1,True,0.3
50,-95.47293221341941,-80.06783454683145,2020-06-05_13-12-00,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,10,legacy,1.0,-1.0,True,True,logarithmic,2,logarithmic,2,logarithmic,8,0.001,100,0,10,0.3,0.4,5.0,1.0,5.0,0.1,0.02,0.002,0.1,5,0.1,0.7,0.95,True,False,1,True,
50,-92.14428361991415,-90.00136514260996,2020-06-05_18-07-13,,BipedalWalker-v3,0,50,MU_ES,10,0.05,False,10,global,1.0,-1.0,True,False,logarithmic,2,logarithmic,2,logarithmic,2,0.001,100,0,20,0.1,0.5,1.0,5.0,1.0,0.1,0.05,0.002,0.0,3,0.3,0.9,0.99,True,False,1,True,
50,-99.49092633154217,-94.2608050543954,2020-06-05_14-52-35,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,20,fixed,1.0,-1.0,True,True,logarithmic,1.5,logarithmic,2,logarithmic,1.5,0.01,100,0,10,0.2,0.5,5.0,5.0,5.0,0.2,0.05,0.001,0.0,3,0.1,0.9,0.95,True,False,1,True,
50,-100.70262199968299,-100.04523014194315,2020-06-05_14-11-03,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,20,fixed,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,1.5,logarithmic,8,0.0001,100,0,20,0.1,0.4,1.0,5.0,1.0,0.2,0.01,0.001,0.05,3,0.05,0.7,0.8,True,False,1,True,
50,-98.45157188735838,-96.15771922463838,2020-06-05_15-03-20,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,5,fixed,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,2,logarithmic,2,0.0001,100,0,3,0.3,0.5,1.0,1.0,5.0,0.1,0.05,0.005,0.05,5,0.3,0.9,0.8,True,False,1,True,
50,5.034362897247685,10.531732098842562,2020-06-05_15-45-07,,BipedalWalker-v3,0,50,MU_ES,10,0.01,True,1,global,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,2,logarithmic,8,0.0001,100,0,2,0.1,0.4,1.0,1.0,5.0,0.2,0.01,0.002,0.0,5,0.3,0.7,0.99,True,False,1,True,
50,-87.91689296441866,-12.748595302846695,2020-06-05_17-33-22,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,10,legacy,1.0,-1.0,True,False,logarithmic,2,logarithmic,1.5,logarithmic,2,0.0001,100,0,3,0.2,0.5,5.0,1.0,1.0,0.1,0.05,0.001,0.05,3,0.3,0.5,0.5,True,False,1,True,
50,1.0490830513331406,5.171773335017789,2020-06-05_18-38-48,,BipedalWalker-v3,0,50,MU_ES,10,0.05,True,20,legacy,1.0,-1.0,False,False,logarithmic,8,logarithmic,8,logarithmic,1.5,0.01,100,0,1,0.1,0.4,1.0,1.0,5.0,0.2,0.05,0.002,0.0,5,0.1,0.9,0.5,True,False,1,True,
50,-14.03231679997514,1.6372623614674913,2020-06-06_19-39-44,,BipedalWalker-v3,0,50,MU_ES,5,0.25,False,5,legacy,1.0,-1.0,False,True,logarithmic,8,logarithmic,8,logarithmic,1.5,0.001,100,0,1,,,1.0,5.0,,0.1,0.03,,0.0,3,0.3,1.0,0.9,True,False,1,True,0.3
50,35.709989458484294,53.09233161546655,2020-06-05_16-48-52,,BipedalWalker-v3,0,50,MU_ES,10,0.5,True,5,global,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,1.5,logarithmic,2,0.01,100,0,2,0.1,0.5,1.0,5.0,5.0,0.2,0.05,0.001,0.0,5,0.3,0.9,0.5,True,False,1,True,
50,-67.46346347930172,-33.22676420966112,2020-06-05_17-00-47,,BipedalWalker-v3,0,50,MU_ES,20,1.0,True,5,global,1.0,-1.0,False,False,logarithmic,2,logarithmic,1.5,logarithmic,8,0.0001,100,0,3,0.3,0.5,5.0,1.0,1.0,0.1,0.01,0.005,0.0,3,0.5,0.9,0.8,True,False,1,True,
50,-99.86808587986896,-86.16163347620073,2020-06-06_18-46-42,,BipedalWalker-v3,0,50,MU_ES,10,0.5,True,5,per_neuron,1.0,-1.0,False,False,logarithmic,2,logarithmic,1.5,logarithmic,8,0.01,100,0,5,,,1.0,5.0,,0.3,0.01,,0.0,3,0.2,1.0,0.5,True,False,1,True,0.5
50,-2.5141137337338217,-0.8136915407997778,2020-06-06_13-50-54,,BipedalWalker-v3,0,50,MU_ES,7,0.1,True,5,legacy,1.0,-1.0,True,True,logarithmic,1.5,logarithmic,8,logarithmic,1.5,0.01,100,0,1,,,1.0,5.0,,0.1,0.003,,0.1,5,0.2,1.0,0.5,True,False,1,True,0.3
50,-100.73339478848818,-98.5467584471373,2020-06-05_17-23-32,,BipedalWalker-v3,0,50,MU_ES,20,0.5,True,5,fixed,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,2,logarithmic,2,0.0,100,0,10,0.3,0.4,5.0,5.0,5.0,0.2,0.01,0.001,0.05,3,0.05,0.7,0.5,True,False,1,True,
50,-99.14601326192603,-97.76377859999714,2020-06-05_14-55-29,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,1,fixed,1.0,-1.0,False,True,logarithmic,8,logarithmic,8,logarithmic,8,0.001,100,0,3,0.1,0.5,1.0,1.0,5.0,0.1,0.02,0.005,0.05,3,0.3,0.7,0.8,True,False,1,True,
50,-102.25899256581009,-101.60588631044617,2020-06-05_13-54-52,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,10,global,1.0,-1.0,False,True,logarithmic,8,logarithmic,8,logarithmic,8,0.01,100,0,10,0.2,0.5,1.0,1.0,1.0,0.2,0.05,0.005,0.0,5,0.1,0.7,0.95,True,False,1,True,
50,-95.80007387385108,-86.71915232948969,2020-06-06_11-58-33,,BipedalWalker-v3,0,50,MU_ES,7,1.0,True,10,global,1.0,-1.0,False,True,logarithmic,8,logarithmic,2,logarithmic,1.5,0.0,100,0,5,,,1.0,1.0,,0.3,0.01,,0.1,5,0.3,1.0,0.9,True,False,1,True,0.3
50,-98.22436703176905,-94.49299514772818,2020-06-05_14-16-36,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,5,fixed,1.0,-1.0,True,True,logarithmic,2,logarithmic,2,logarithmic,2,0.01,100,0,3,0.2,0.4,1.0,1.0,1.0,0.2,0.01,0.001,0.05,5,0.1,0.9,0.99,True,False,1,True,
50,3.924234072763755,5.101971455383213,2020-06-06_12-28-39,,BipedalWalker-v3,0,50,MU_ES,7,0.1,True,10,global,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,8,logarithmic,1.5,0.1,100,0,0.5,,,1.0,5.0,,0.3,0.01,,0.0,5,0.3,1.0,0.9,True,False,1,True,0.5
50,-99.32345606991457,-97.85160726088272,2020-06-05_16-26-46,,BipedalWalker-v3,0,50,MU_ES,10,1.0,False,20,fixed,1.0,-1.0,True,True,logarithmic,2,logarithmic,2,logarithmic,1.5,0.0,100,0,20,0.1,0.5,1.0,5.0,1.0,0.2,0.01,0.005,0.0,5,0.3,0.95,0.8,True,False,1,True,
50,-97.80238833745165,-95.80648079189761,2020-06-05_14-22-12,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,20,fixed,1.0,-1.0,True,True,logarithmic,8,logarithmic,8,logarithmic,1.5,0.0,100,0,20,0.2,0.4,1.0,5.0,1.0,0.1,0.05,0.001,0.0,3,0.3,0.7,0.95,True,False,1,True,
50,-101.05981585674505,-96.08945962796008,2020-06-05_17-41-14,,BipedalWalker-v3,0,50,MU_ES,10,1.0,True,5,global,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,8,logarithmic,2,0.0,100,0,20,0.1,0.5,1.0,1.0,5.0,0.1,0.05,0.002,0.0,5,0.3,0.5,0.5,True,False,1,True,
50,-88.02094792009314,-28.770001241791476,2020-06-06_16-15-05,,BipedalWalker-v3,0,50,MU_ES,5,1.0,True,10,legacy,1.0,-1.0,True,True,logarithmic,2,logarithmic,8,logarithmic,2,0.0,100,0,2,,,1.0,5.0,,0.1,0.001,,0.2,5,0.2,1.0,0.5,True,False,1,True,0.3
50,-85.16662145538297,-25.684591696722297,2020-06-05_19-30-04,,BipedalWalker-v3,0,50,MU_ES,20,0.5,True,20,legacy,1.0,-1.0,False,False,logarithmic,8,logarithmic,1.5,logarithmic,1.5,0.0001,100,0,10,0.2,0.5,5.0,5.0,1.0,0.1,0.01,0.002,0.0,3,0.3,0.9,0.95,True,False,1,True,
50,-95.2629417396059,-93.19543292187996,2020-06-05_19-29-16,,BipedalWalker-v3,0,50,MU_ES,20,0.01,True,1,global,1.0,-1.0,True,True,logarithmic,8,logarithmic,8,logarithmic,1.5,0.0,100,0,2,0.1,0.5,5.0,5.0,5.0,0.2,0.05,0.001,0.05,5,0.1,0.7,0.9,True,False,1,True,
50,-1.1984006645376692,29.792290571505482,2020-06-05_16-34-46,,BipedalWalker-v3,0,50,MU_ES,5,1.0,False,10,global,1.0,-1.0,False,False,logarithmic,8,logarithmic,2,logarithmic,8,0.01,100,0,3,0.3,0.5,1.0,5.0,1.0,0.2,0.05,0.001,0.0,3,0.3,0.95,0.95,True,False,1,True,
50,-41.88489510796197,-26.242360224860505,2020-06-06_16-57-22,,BipedalWalker-v3,0,50,MU_ES,5,0.5,False,10,per_neuron,1.0,-1.0,True,True,logarithmic,1.5,logarithmic,1.5,logarithmic,8,0.01,100,0,1,,,5.0,5.0,,0.3,0.001,,0.1,3,0.5,1.0,0.9,True,False,1,True,0.3
50,-91.2651817271702,-90.91871440589911,2020-06-05_18-30-48,,BipedalWalker-v3,0,50,MU_ES,5,0.05,True,5,global,1.0,-1.0,False,True,logarithmic,8,logarithmic,8,logarithmic,2,0.0001,100,0,0.5,0.1,0.4,5.0,5.0,1.0,0.1,0.02,0.001,0.05,3,0.05,0.95,0.5,True,False,1,True,
50,-93.26500770974354,-93.07370017851018,2020-06-05_14-32-38,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,20,global,1.0,-1.0,True,True,logarithmic,8,logarithmic,2,logarithmic,2,0.0001,100,0,10,0.2,0.4,1.0,5.0,5.0,0.1,0.02,0.001,0.0,5,0.05,0.9,0.9,True,False,1,True,
50,-39.939295666974324,-13.20506808369246,2020-06-06_18-31-27,,BipedalWalker-v3,0,50,MU_ES,10,1.0,False,5,fixed,1.0,-1.0,False,False,logarithmic,1.5,logarithmic,8,logarithmic,8,0.001,100,0,0.5,,,5.0,5.0,,0.1,0.003,,0.0,5,0.3,1.0,0.9,True,False,1,True,0.3
50,-97.45603526197561,-96.30876226825394,2020-06-06_15-41-02,,BipedalWalker-v3,0,50,MU_ES,10,0.25,False,1,global,1.0,-1.0,True,True,logarithmic,1.5,logarithmic,8,logarithmic,8,0.001,100,0,5,,,1.0,5.0,,0.1,0.001,,0.2,5,0.3,1.0,0.9,True,False,1,True,0.5
50,-9.12007522683763,-7.263405704672338,2020-06-06_18-11-18,,BipedalWalker-v3,0,50,MU_ES,5,1.0,False,5,per_neuron,1.0,-1.0,True,True,logarithmic,2,logarithmic,2,logarithmic,1.5,0.1,100,0,1,,,1.0,5.0,,0.1,0.003,,0.0,5,0.3,1.0,0.8,True,False,1,True,0.5
50,-84.28831430735863,-48.16219897535086,2020-06-05_17-35-03,,BipedalWalker-v3,0,50,MU_ES,5,0.5,True,1,legacy,1.0,-1.0,True,True,logarithmic,8,logarithmic,2,logarithmic,1.5,0.0001,100,0,2,0.1,0.4,1.0,5.0,5.0,0.1,0.02,0.002,0.1,3,0.05,0.9,0.9,True,False,1,True,
50,-95.36847185459132,-91.1605078587978,2020-06-05_19-17-34,,BipedalWalker-v3,0,50,MU_ES,5,0.01,False,20,fixed,1.0,-1.0,True,False,logarithmic,2,logarithmic,8,logarithmic,2,0.01,100,0,2,0.1,0.5,5.0,1.0,5.0,0.1,0.01,0.005,0.1,3,0.5,0.7,0.9,True,False,1,True,
50,-97.8799109531567,-97.53489783436754,2020-06-05_14-15-06,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,10,fixed,1.0,-1.0,True,True,logarithmic,8,logarithmic,8,logarithmic,1.5,0.01,100,0,3,0.2,0.4,1.0,5.0,1.0,0.1,0.01,0.001,0.0,3,0.1,0.7,0.95,True,False,1,True,
50,-101.12381562463379,-96.24222886868151,2020-06-05_19-27-45,,BipedalWalker-v3,0,50,MU_ES,10,1.0,True,20,fixed,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,8,logarithmic,2,0.01,100,0,3,0.3,0.5,5.0,1.0,5.0,0.1,0.05,0.001,0.1,3,0.05,0.9,0.99,True,False,1,True,
50,-100.42587553664063,-100.37004428821093,2020-06-05_17-02-31,,BipedalWalker-v3,0,50,MU_ES,20,0.01,True,10,global,1.0,-1.0,True,False,logarithmic,2,logarithmic,8,logarithmic,2,0.001,100,0,20,0.3,0.5,5.0,5.0,1.0,0.1,0.01,0.005,0.0,3,0.05,0.7,0.9,True,False,1,True,
50,-99.23578629894482,-64.28524386267883,2020-06-05_14-11-45,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,5,fixed,1.0,-1.0,False,True,logarithmic,2,logarithmic,8,logarithmic,1.5,0.01,100,0,10,0.2,0.5,5.0,5.0,5.0,0.1,0.05,0.001,0.0,3,0.05,0.9,0.95,True,False,1,True,
50,-83.33332441178894,-57.49619489954688,2020-06-05_13-10-25,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,20,legacy,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,8,logarithmic,8,0.001,100,0,10,0.3,0.4,5.0,5.0,5.0,0.1,0.02,0.002,0.0,5,0.05,0.9,0.95,True,False,1,True,
50,-32.76812427937854,23.148571910994633,2020-06-06_18-06-42,,BipedalWalker-v3,0,50,MU_ES,10,1.0,False,10,fixed,1.0,-1.0,True,False,logarithmic,2,logarithmic,8,logarithmic,2,0.1,100,0,5,,,5.0,5.0,,0.1,0.003,,0.2,5,0.3,1.0,0.8,True,False,1,True,0.5
50,-81.35138398154642,-13.229219949777008,2020-06-05_17-03-16,,BipedalWalker-v3,0,50,MU_ES,5,0.05,True,10,legacy,1.0,-1.0,False,False,logarithmic,8,logarithmic,1.5,logarithmic,8,0.0001,100,0,1,0.2,0.4,1.0,1.0,5.0,0.1,0.05,0.001,0.0,5,0.5,0.95,0.5,True,False,1,True,
50,6.086214231933285,9.653344924428648,2020-06-05_15-04-27,,BipedalWalker-v3,0,50,MU_ES,20,0.05,True,1,legacy,1.0,-1.0,False,True,logarithmic,2,logarithmic,8,logarithmic,1.5,0.01,100,0,3,0.3,0.4,5.0,5.0,1.0,0.2,0.02,0.005,0.05,3,0.3,0.95,0.8,True,False,1,True,
50,-2.7960822522114883,-0.49448260534932237,2020-06-05_13-14-00,,BipedalWalker-v3,0,50,MU_ES,20,0.05,False,1,legacy,1.0,-1.0,False,True,logarithmic,2,logarithmic,2,logarithmic,8,0.001,100,0,3,0.2,0.5,1.0,1.0,5.0,0.2,0.02,0.001,0.0,5,0.3,0.9,0.9,True,False,1,True,
50,-84.72855498375502,-10.49586596033104,2020-06-05_17-24-27,,BipedalWalker-v3,0,50,MU_ES,5,0.5,True,5,global,1.0,-1.0,False,False,logarithmic,2,logarithmic,2,logarithmic,2,0.0,100,0,2,0.1,0.5,1.0,5.0,5.0,0.2,0.05,0.005,0.0,3,0.1,0.5,0.5,True,False,1,True,
50,-90.37971411498984,-65.75519443963404,2020-06-06_19-02-49,,BipedalWalker-v3,0,50,MU_ES,7,0.1,True,10,global,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,1.5,logarithmic,8,0.001,100,0,0.5,,,1.0,1.0,,0.1,0.01,,0.05,3,0.3,1.0,0.5,True,False,1,True,0.3
50,-45.94823823864887,6.252572747787761,2020-06-06_14-31-00,,BipedalWalker-v3,0,50,MU_ES,5,0.5,False,10,per_neuron,1.0,-1.0,False,True,logarithmic,1.5,logarithmic,2,logarithmic,2,0.001,100,0,5,,,1.0,1.0,,0.3,0.01,,0.0,3,0.2,1.0,0.5,True,False,1,True,0.3
